,Respondent_Serial,language,country,D1,D2,D3,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q2_11,Q2_12,Q2_13,Q2_14,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,yyyymmdd,AgeGender,regionAustralia,regionUS,regionUK,regionIndia,regionNigeria,regionPhilippines,regionFinland,regionPortugal,regionBrazil,regionFrance,weight
70,118.0,English,India,25.0,woman,India: West India,extremely,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,moderately,no,no,yes,yes,no,no,yes,yes,yes,very,very,moderately,moderately,extremely,a little,very,very,moderately,20210518.0,Women 21-25,,,,West India,,,,,,,0.5763177420585249
71,119.0,Finnish,Finland,18.0,woman,Finland: West Finland,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,yes,no,yes,yes,not at all,no,no,yes,no,no,no,yes,no,yes,moderately,a little,extremely,a little,a little,a little,very,very,very,20210518.0,Women 16-20,,,,,,,West Finland,,,,1.1573713358730597
72,120.0,Finnish,Finland,25.0,man,Finland: South Finland,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,extremely,extremely,extremely,not at all,extremely,not at all,extremely,extremely,not at all,20210518.0,Men 21-25,,,,,,,South Finland,,,,1.1282464444101474
73,121.0,English,Nigeria,23.0,man,Nigeria: North West,very,no,no,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,very,yes,yes,yes,yes,yes,yes,yes,yes,yes,a little,a little,a little,moderately,a little,a little,moderately,very,very,20210518.0,Men 21-25,,,,,North West,,,,,,1.59501766914096
74,122.0,English,United Kingdom,25.0,woman,United Kingdom: North,a little,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,,no,no,no,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,moderately,a little,a little,not at all,a little,not at all,a little,extremely,not at all,20210518.0,Women 21-25,,,North,,,,,,,,0.9578710094154348
75,124.0,Finnish,Finland,19.0,woman,Finland: South Finland,extremely,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,a little,no,no,yes,no,no,no,yes,yes,yes,very,very,moderately,a little,extremely,a little,very,extremely,a little,20210518.0,Women 16-20,,,,,,,South Finland,,,,1.2080684447628702
76,126.0,English,Nigeria,18.0,man,Nigeria: North East,a little,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,moderately,no,yes,no,yes,yes,yes,yes,no,no,not at all,a little,a little,a little,not at all,moderately,not at all,a little,a little,20210518.0,Men 16-20,,,,,North East,,,,,,5.310698196199024
77,127.0,Finnish,Finland,24.0,woman,Finland: West Finland,moderately,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,no,no,,no,yes,no,no,,yes,no,moderately,yes,yes,no,yes,yes,yes,no,no,no,a little,not at all,a little,very,a little,moderately,a little,not at all,moderately,20210518.0,Women 21-25,,,,,,,West Finland,,,,0.7093192249242061
78,128.0,English,India,21.0,man,India: South India,extremely,yes,yes,no,yes,no,yes,yes,no,no,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,very,no,no,yes,no,yes,yes,yes,no,yes,very,moderately,moderately,moderately,a little,a little,a little,very,very,20210518.0,Men 21-25,,,,South India,,,,,,,0.8012481119389621
79,129.0,Finnish,Finland,23.0,man,Finland: East Finland,a little,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,,moderately,yes,yes,no,yes,yes,yes,no,no,no,not at all,not at all,not at all,not at all,not at all,not at all,a little,not at all,not at all,20210518.0,Men 21-25,,,,,,,East Finland,,,,1.2063211826934177
80,131.0,English,India,21.0,woman,India: North East India,very,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,no,not at all,no,no,yes,no,yes,no,yes,yes,yes,very,very,very,not at all,extremely,a little,very,very,a little,20210518.0,Women 21-25,,,,North East India,,,,,,,0.5842188231502431
81,132.0,Finnish,Finland,25.0,woman,Finland: West Finland,very,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,no,no,no,yes,yes,no,yes,yes,yes,no,a little,,,no,,,no,yes,no,,moderately,a little,moderately,not at all,moderately,not at all,,a little,not at all,20210518.0,Women 21-25,,,,,,,West Finland,,,,0.7093192249242061
82,133.0,English,Australia,20.0,woman,Australia: New South Wales,a little,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,,a little,no,no,no,no,no,no,no,no,no,not at all,not at all,not at all,very,not at all,moderately,not at all,not at all,not at all,20210518.0,Women 16-20,New South Wales,,,,,,,,,,0.8694183933646281
83,134.0,Finnish,Finland,25.0,woman,Finland: South Finland,extremely,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,no,completely reassured,yes,no,yes,yes,no,yes,no,yes,yes,very,extremely,moderately,extremely,moderately,not at all,a little,not at all,extremely,20210518.0,Women 21-25,,,,,,,South Finland,,,,0.7403900082320471
84,135.0,English,India,23.0,woman,India: East India,very,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,moderately,no,yes,no,yes,yes,yes,yes,yes,yes,a little,a little,very,extremely,moderately,very,not at all,very,a little,20210518.0,Women 21-25,,,,East India,,,,,,,0.8480959604196836
85,138.0,Finnish,Finland,18.0,man,Finland: West Finland,not worried,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,a little,yes,yes,yes,no,yes,yes,no,no,no,not at all,not at all,not at all,very,not at all,not at all,not at all,not at all,very,20210518.0,Men 16-20,,,,,,,West Finland,,,,1.003880491296018
86,139.0,Finnish,Finland,16.0,man,Finland: West Finland,moderately,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,not at all,no,no,yes,no,no,no,yes,no,no,not at all,not at all,not at all,a little,moderately,moderately,not at all,moderately,not at all,20210518.0,Men 16-20,,,,,,,West Finland,,,,1.003880491296018
87,140.0,English,Philippines,25.0,woman,Philippines: Central Philippines Region,very,yes,no,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,moderately,yes,yes,no,yes,yes,yes,no,no,no,a little,a little,moderately,very,moderately,very,a little,moderately,very,20210518.0,Women 21-25,,,,,,Central Philippines Region,,,,,0.6617849655159419
88,141.0,English,Philippines,22.0,man,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,extremely,yes,no,yes,yes,yes,no,yes,no,yes,no,no,no,no,yes,no,yes,no,yes,yes,no,no,no,no,not at all,no,no,no,yes,no,no,yes,no,no,a little,a little,moderately,very,a little,a little,a little,moderately,not at all,20210518.0,Men 21-25,,,,,,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,,,,,0.7078000062120289
89,144.0,Finnish,Finland,22.0,woman,Finland: South Finland,very,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,yes,yes,no,a little,no,no,no,yes,no,no,yes,yes,yes,moderately,a little,moderately,a little,extremely,not at all,very,very,a little,20210518.0,Women 21-25,,,,,,,South Finland,,,,0.7403900082320471
90,145.0,English,Nigeria,23.0,man,Nigeria: North East,moderately,yes,yes,yes,no,yes,yes,no,yes,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,no,yes,no,no,moderately,yes,yes,yes,no,yes,no,yes,yes,no,very,moderately,very,moderately,very,moderately,moderately,moderately,very,20210518.0,Men 21-25,,,,,North East,,,,,,1.582968639987312
91,146.0,English,India,20.0,woman,India: North India,very,yes,no,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,not at all,no,no,yes,yes,no,no,yes,yes,yes,moderately,extremely,a little,a little,very,moderately,not at all,not at all,not at all,20210518.0,Women 16-20,,,,North India,,,,,,,1.4453744490568754
92,149.0,English,Australia,18.0,woman,Australia: Queensland,very,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,a little,no,no,yes,yes,no,no,yes,yes,yes,a little,a little,moderately,not at all,moderately,not at all,a little,a little,not at all,20210518.0,Women 16-20,Queensland,,,,,,,,,,1.0795608562983807
93,150.0,English,United Kingdom,25.0,woman,United Kingdom: North,moderately,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,yes,yes,yes,a little,no,no,yes,no,yes,,no,yes,no,,not at all,not at all,a little,not at all,,a little,not at all,a little,20210518.0,Women 21-25,,,North,,,,,,,,0.9578710094154348
94,152.0,English,India,18.0,woman,India: West India,extremely,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,moderately,yes,no,no,yes,yes,yes,no,no,no,a little,very,moderately,a little,moderately,a little,a little,moderately,a little,20210518.0,Women 16-20,,,,West India,,,,,,,1.183360054767504
95,153.0,Finnish,Finland,21.0,woman,Finland: East Finland,extremely,no,no,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,no,yes,not at all,no,yes,no,yes,yes,yes,no,yes,no,moderately,moderately,extremely,very,a little,moderately,very,moderately,extremely,20210518.0,Women 21-25,,,,,,,East Finland,,,,0.7916250521417015
96,157.0,English,Australia,18.0,woman,Australia: New South Wales,very,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,no,yes,yes,moderately,no,no,yes,no,no,no,yes,yes,no,moderately,moderately,moderately,moderately,moderately,moderately,moderately,moderately,moderately,20210518.0,Women 16-20,New South Wales,,,,,,,,,,0.8694183933646281
97,158.0,Finnish,Finland,22.0,woman,Finland: North Finland,moderately,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,yes,yes,yes,no,yes,no,not at all,yes,yes,yes,no,no,no,yes,yes,yes,not at all,a little,not at all,moderately,very,not at all,not at all,very,a little,20210518.0,Women 21-25,,,,,,,North Finland,,,,0.7870439499531771
98,159.0,French,France,20.0,woman,France: North West,very,no,yes,no,yes,no,yes,yes,yes,no,no,,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,a little,no,no,yes,,no,no,yes,yes,yes,not at all,very,a little,a little,moderately,not at all,,moderately,not at all,20210518.0,Women 16-20,,,,,,,,,,North West,1.3406818731626147
99,161.0,English,United Kingdom,17.0,woman,United Kingdom: South,extremely,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,yes,yes,yes,yes,no,,not at all,no,no,yes,no,no,no,yes,yes,yes,very,extremely,very,not at all,extremely,a little,very,extremely,a little,20210518.0,Women 16-20,,,South,,,,,,,,0.9803719981125373
100,162.0,English,United Kingdom,20.0,woman,United Kingdom: Midlands,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,moderately,extremely,very,not at all,extremely,not at all,very,extremely,not at all,20210518.0,Women 16-20,,,Midlands,,,,,,,,0.973762230263565
101,163.0,English,India,22.0,woman,India: South India,extremely,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,very,yes,yes,yes,no,no,yes,yes,yes,no,moderately,moderately,extremely,moderately,very,extremely,very,moderately,a little,20210518.0,Women 21-25,,,,South India,,,,,,,0.6922652213963221
102,164.0,English,United Kingdom,20.0,woman,United Kingdom: North,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,moderately,very,very,not at all,moderately,not at all,extremely,moderately,not at all,20210518.0,Women 16-20,,,North,,,,,,,,1.0293706436809786
103,165.0,English,India,22.0,woman,India: North India,very,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,no,yes,yes,a little,no,no,no,no,no,no,yes,yes,yes,,not at all,a little,not at all,not at all,not at all,not at all,a little,not at all,20210518.0,Women 21-25,,,,North India,,,,,,,0.7039234893501642
104,166.0,English,India,25.0,woman,India: East India,extremely,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,very,yes,yes,no,yes,yes,yes,yes,yes,yes,very,very,very,extremely,very,very,moderately,extremely,extremely,20210518.0,Women 21-25,,,,East India,,,,,,,0.8480959604196836
105,167.0,English,Philippines,25.0,man,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,no,no,no,yes,no,not at all,no,no,yes,no,no,no,yes,yes,yes,very,very,extremely,moderately,very,not at all,extremely,very,not at all,20210518.0,Men 21-25,,,,,,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,,,,,0.7078000062120289
106,168.0,English,India,23.0,man,India: South India,a little,yes,yes,yes,yes,yes,no,no,no,no,no,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,yes,yes,a little,yes,yes,yes,yes,yes,yes,yes,yes,yes,a little,not at all,a little,very,a little,moderately,not at all,moderately,moderately,20210518.0,Men 21-25,,,,South India,,,,,,,0.8012481119389621
107,169.0,English,Philippines,21.0,woman,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,very,yes,no,yes,yes,yes,no,no,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,no,completely reassured,no,no,yes,yes,no,no,yes,yes,yes,very,moderately,very,very,very,very,moderately,very,moderately,20210518.0,Women 21-25,,,,,,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,,,,,0.649679802136875
108,170.0,Portuguese,Portugal,19.0,man,Portugal: North,extremely,yes,yes,yes,no,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,yes,not at all,no,no,yes,no,no,no,yes,no,yes,extremely,moderately,very,moderately,very,not at all,not at all,extremely,not at all,20210518.0,Men 16-20,,,,,,,,North,,,1.3092636112720801
109,171.0,Finnish,Finland,16.0,woman,Finland: East Finland,very,no,yes,yes,yes,,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,yes,yes,no,yes,yes,no,moderately,yes,no,no,yes,no,yes,no,no,no,moderately,a little,moderately,moderately,a little,moderately,not at all,a little,moderately,20210518.0,Women 16-20,,,,,,,East Finland,,,,1.2916668714367954
110,172.0,Finnish,Finland,25.0,man,Finland: South Finland,a little,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,,moderately,no,yes,no,no,yes,no,yes,no,no,moderately,moderately,extremely,very,moderately,moderately,moderately,very,moderately,20210518.0,Men 21-25,,,,,,,South Finland,,,,1.1282464444101474
111,173.0,English,Australia,18.0,man,Australia: Victoria,extremely,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,no,moderately,no,no,yes,no,no,no,yes,yes,yes,a little,not at all,a little,not at all,very,not at all,very,extremely,not at all,20210518.0,Men 16-20,Victoria,,,,,,,,,,1.1371012797535018
112,174.0,Finnish,Finland,22.0,woman,Finland: South Finland,moderately,yes,yes,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,very,very,very,a little,very,not at all,moderately,moderately,a little,20210518.0,Women 21-25,,,,,,,South Finland,,,,0.7403900082320471
113,175.0,English,Australia,20.0,woman,Australia: New South Wales,extremely,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,very,moderately,very,moderately,very,a little,a little,very,not at all,20210518.0,Women 16-20,New South Wales,,,,,,,,,,0.8694183933646281
114,176.0,French,France,23.0,woman,France: South,very,yes,,yes,yes,no,yes,yes,,no,no,yes,no,yes,no,no,no,no,yes,,yes,no,yes,no,a little,no,,,,no,,yes,no,yes,a little,,moderately,,,a little,,,,20210518.0,Women 21-25,,,,,,,,,,South,0.8061407188169721
115,177.0,English,Philippines,18.0,man,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,extremely,yes,no,yes,yes,no,yes,yes,yes,no,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,completely reassured,yes,yes,yes,yes,yes,yes,yes,no,no,not at all,not at all,not at all,extremely,not at all,extremely,not at all,not at all,extremely,20210518.0,Men 16-20,,,,,,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,,,,,1.9729115652947569
116,178.0,Finnish,Finland,16.0,woman,Finland: South Finland,extremely,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,moderately,yes,no,no,yes,no,yes,no,yes,yes,extremely,moderately,extremely,moderately,extremely,moderately,extremely,very,a little,20210518.0,Women 16-20,,,,,,,South Finland,,,,1.2080684447628702
117,179.0,English,India,20.0,man,India: North India,very,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,very,yes,yes,yes,yes,yes,yes,yes,yes,yes,moderately,very,very,very,very,very,very,very,very,20210518.0,Men 16-20,,,,North India,,,,,,,1.4754948727237758
118,180.0,English,Philippines,23.0,man,Philippines: Mindanao Super Region,extremely,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,no,yes,yes,yes,no,moderately,no,yes,yes,no,no,no,no,no,yes,a little,a little,moderately,very,a little,moderately,not at all,moderately,a little,20210518.0,Men 21-25,,,,,,Mindanao Super Region,,,,,0.6982261956861798
119,181.0,English,Philippines,22.0,man,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,very,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,a little,no,no,no,no,no,no,yes,yes,yes,moderately,moderately,very,a little,moderately,a little,moderately,very,a little,20210518.0,Men 21-25,,,,,,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,,,,,0.7078000062120289
120,182.0,English,India,21.0,man,India: South India,moderately,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,yes,no,no,yes,yes,yes,yes,moderately,yes,no,no,yes,yes,yes,no,no,yes,moderately,very,moderately,a little,moderately,not at all,moderately,extremely,moderately,20210518.0,Men 21-25,,,,South India,,,,,,,0.8012481119389621
121,183.0,English,Philippines,20.0,woman,Philippines: Mindanao Super Region,extremely,yes,no,no,yes,,no,yes,no,no,no,no,no,yes,no,yes,yes,,yes,yes,yes,,yes,,a little,no,no,yes,no,no,,yes,,,a little,moderately,moderately,moderately,a little,moderately,a little,a little,moderately,20210518.0,Women 16-20,,,,,,Mindanao Super Region,,,,,1.6821126327601175
122,184.0,English,Australia,25.0,woman,Australia: New South Wales,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,extremely,extremely,extremely,not at all,extremely,not at all,extremely,extremely,not at all,20210518.0,Women 21-25,New South Wales,,,,,,,,,,0.7716483180487432
123,185.0,English,India,25.0,woman,India: North India,extremely,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,very,no,no,no,no,yes,no,yes,yes,yes,moderately,very,moderately,a little,very,moderately,moderately,very,a little,20210518.0,Women 21-25,,,,North India,,,,,,,0.7039234893501642
124,186.0,English,India,20.0,woman,India: South India,very,yes,yes,yes,yes,no,no,no,no,yes,yes,no,yes,,no,yes,no,yes,yes,yes,yes,yes,yes,yes,a little,no,no,yes,no,no,no,yes,yes,yes,a little,moderately,not at all,a little,moderately,very,not at all,a little,a little,20210518.0,Women 16-20,,,,South India,,,,,,,1.4214363892028168
125,187.0,Finnish,Finland,17.0,woman,Finland: East Finland,moderately,no,yes,yes,yes,no,yes,no,no,no,yes,yes,yes,no,no,yes,yes,no,yes,no,no,yes,yes,no,moderately,no,no,yes,no,no,yes,no,yes,yes,extremely,moderately,a little,very,a little,extremely,a little,very,moderately,20210518.0,Women 16-20,,,,,,,East Finland,,,,1.2916668714367954
126,188.0,English,India,23.0,man,India: West India,not worried,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,yes,no,no,no,yes,no,a little,no,yes,no,yes,yes,no,yes,yes,yes,moderately,a little,a little,a little,not at all,a little,very,moderately,not at all,20210518.0,Men 21-25,,,,West India,,,,,,,0.6670470918211177
127,189.0,Finnish,Finland,23.0,woman,Finland: South Finland,very,no,yes,yes,yes,no,no,no,no,no,yes,no,yes,no,no,no,yes,no,yes,no,no,yes,yes,no,a little,yes,no,yes,no,no,yes,no,no,no,very,a little,very,a little,moderately,moderately,moderately,very,a little,20210518.0,Women 21-25,,,,,,,South Finland,,,,0.7403900082320471
128,190.0,Portuguese,Portugal,23.0,woman,Portugal: Center,extremely,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,not at all,no,no,no,no,no,no,no,no,no,moderately,moderately,moderately,not at all,moderately,not at all,not at all,not at all,a little,20210518.0,Women 21-25,,,,,,,,Center,,,0.6910386746999317
